	id	main_affiliation	for_v1_first_level	for_v1_second_level
2800	pub.1137890676	grid.6936.a	Biological Sciences	Genetics
2801	pub.1137890676	grid.16008.3f	Biological Sciences	Genetics
2802	pub.1137890676	grid.419495.4	Biological Sciences	Genetics
2803	pub.1137890676	grid.12136.37	Biological Sciences	Genetics
2804	pub.1137890676	grid.430387.b	Biological Sciences	Genetics
2805	pub.1137890676	grid.415306.5	Biological Sciences	Genetics
2806	pub.1137890676	grid.38142.3c	Biological Sciences	Genetics
2807	pub.1137890676	grid.4819.4	Biological Sciences	Genetics
2808	pub.1137890676	grid.59734.3c	Biological Sciences	Genetics
2809	pub.1137890676	grid.418140.8	Biological Sciences	Genetics
2810	pub.1137890676	grid.31501.36	Biological Sciences	Genetics
2811	pub.1137903631	grid.7450.6	Chemical Sciences	Analytical Chemistry
2812	pub.1137903631	grid.7450.6	Information and Computing Sciences	Distributed Computing
2813	pub.1137903631	grid.7450.6	Engineering	Electrical and Electronic Engineering
2814	pub.1137903631	grid.5164.6	Chemical Sciences	Analytical Chemistry
2815	pub.1137903631	grid.5164.6	Information and Computing Sciences	Distributed Computing
2816	pub.1137903631	grid.5164.6	Engineering	Electrical and Electronic Engineering
2817	pub.1137907340	grid.451312.0	Economics	Applied Economics
2818	pub.1137907340	grid.451312.0	Studies in Human Society	Demography
2819	pub.1137907340	grid.420318.c	Economics	Applied Economics
2820	pub.1137907340	grid.420318.c	Studies in Human Society	Demography
2821	pub.1137907340	grid.264933.9	Economics	Applied Economics
2822	pub.1137907340	grid.264933.9	Studies in Human Society	Demography
2823	pub.1137942097	grid.418140.8	Medical and Health Sciences	Medical Microbiology
2824	pub.1137942097	grid.8379.5	Medical and Health Sciences	Medical Microbiology
2825	pub.1137959368	grid.452146.0	Medical and Health Sciences	Neurosciences
2826	pub.1137959368	grid.418818.c	Medical and Health Sciences	Neurosciences
2827	pub.1137959368	grid.411984.1	Medical and Health Sciences	Neurosciences
2828	pub.1137959368	grid.440220.0	Medical and Health Sciences	Neurosciences
2829	pub.1137959368	grid.5253.1	Medical and Health Sciences	Neurosciences
2830	pub.1137959368	grid.412603.2	Medical and Health Sciences	Neurosciences
2831	pub.1137959368	grid.272458.e	Medical and Health Sciences	Neurosciences
2832	pub.1137974868	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2833	pub.1137974868	grid.411984.1	Medical and Health Sciences	Immunology
2834	pub.1137974868	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
2835	pub.1138129011	grid.22939.33	Biological Sciences	Biochemistry and Cell Biology
2836	pub.1138129011	grid.4905.8	Biological Sciences	Biochemistry and Cell Biology
2837	pub.1138129011	grid.411984.1	Biological Sciences	Biochemistry and Cell Biology
2838	pub.1138145394	grid.10423.34	Information and Computing Sciences	Artificial Intelligence and Image Processing
2839	pub.1138145394	grid.7450.6	Information and Computing Sciences	Artificial Intelligence and Image Processing
2840	pub.1138145394	grid.4562.5	Information and Computing Sciences	Artificial Intelligence and Image Processing
2841	pub.1138165160	grid.418140.8	Chemical Sciences	Medicinal and Biomolecular Chemistry
2842	pub.1138165160	grid.418140.8	Chemical Sciences	Organic Chemistry
2843	pub.1138165160	grid.418140.8	Chemical Sciences	Theoretical and Computational Chemistry
2844	pub.1138165160	grid.465313.6	Chemical Sciences	Medicinal and Biomolecular Chemistry
2845	pub.1138165160	grid.465313.6	Chemical Sciences	Organic Chemistry
2846	pub.1138165160	grid.465313.6	Chemical Sciences	Theoretical and Computational Chemistry
2847	pub.1138165392	grid.469827.6	Built Environment and Design	
2848	pub.1138165392	grid.448793.5	Built Environment and Design	
2849	pub.1138182150	grid.6363.0	Medical and Health Sciences	Public Health and Health Services
2850	pub.1138182150	grid.412563.7	Medical and Health Sciences	Public Health and Health Services
2851	pub.1138182150	grid.14095.39	Medical and Health Sciences	Public Health and Health Services
2852	pub.1138182150	grid.8379.5	Medical and Health Sciences	Public Health and Health Services
2853	pub.1138182150	grid.411339.d	Medical and Health Sciences	Public Health and Health Services
2854	pub.1138182150	grid.9647.c	Medical and Health Sciences	Public Health and Health Services
2855	pub.1138182150	grid.7700.0	Medical and Health Sciences	Public Health and Health Services
2856	pub.1138182150	grid.410607.4	Medical and Health Sciences	Public Health and Health Services
2857	pub.1138182150	grid.13648.38	Medical and Health Sciences	Public Health and Health Services
2858	pub.1138182150	grid.433867.d	Medical and Health Sciences	Public Health and Health Services
2859	pub.1138182150	grid.452271.7	Medical and Health Sciences	Public Health and Health Services
2860	pub.1138182150	grid.476313.4	Medical and Health Sciences	Public Health and Health Services
2861	pub.1138182150	grid.411760.5	Medical and Health Sciences	Public Health and Health Services
2862	pub.1138182150	grid.5252.0	Medical and Health Sciences	Public Health and Health Services
2863	pub.1138182150	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
2864	pub.1138211450	grid.7450.6	Agricultural and Veterinary Sciences	Forestry Sciences
2865	pub.1138214444	grid.5734.5	Economics	Applied Economics
2866	pub.1138214444	grid.7450.6	Economics	Applied Economics
2867	pub.1138215135	grid.413225.3	Medical and Health Sciences	Clinical Sciences
2868	pub.1138215135	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2869	pub.1138215135	grid.16149.3b	Medical and Health Sciences	Clinical Sciences
2870	pub.1138246422	grid.144767.7	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2871	pub.1138246422	grid.415093.a	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2872	pub.1138246422	grid.7450.6	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2873	pub.1138246422	grid.4708.b	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2874	pub.1138294730	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2875	pub.1138294730	grid.17091.3e	Medical and Health Sciences	Clinical Sciences
2876	pub.1138294730	grid.14778.3d	Medical and Health Sciences	Clinical Sciences
2877	pub.1138294730	grid.411327.2	Medical and Health Sciences	Clinical Sciences
2878	pub.1138301879	grid.241167.7	Medical and Health Sciences	Public Health and Health Services
2879	pub.1138301879	grid.273335.3	Medical and Health Sciences	Public Health and Health Services
2880	pub.1138301879	grid.412966.e	Medical and Health Sciences	Public Health and Health Services
2881	pub.1138301879	grid.427918.1	Medical and Health Sciences	Public Health and Health Services
2882	pub.1138301879	grid.214458.e	Medical and Health Sciences	Public Health and Health Services
2883	pub.1138306010	grid.419514.c	Medical and Health Sciences	Public Health and Health Services
2884	pub.1138306010	grid.7450.6	Medical and Health Sciences	Public Health and Health Services
2885	pub.1138312427	grid.7450.6	Economics	Applied Economics
2886	pub.1138312427	grid.7450.6	Economics	Econometrics
2887	pub.1138327362	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2888	pub.1138327362	grid.418215.b	Medical and Health Sciences	Clinical Sciences
2889	pub.1138327362	grid.13648.38	Medical and Health Sciences	Clinical Sciences
2890	pub.1138368978	grid.6363.0	Medical and Health Sciences	Oncology and Carcinogenesis
2891	pub.1138368978	grid.11598.34	Medical and Health Sciences	Oncology and Carcinogenesis
2892	pub.1138368978	grid.4444.0	Medical and Health Sciences	Oncology and Carcinogenesis
2893	pub.1138368978	grid.411984.1	Medical and Health Sciences	Oncology and Carcinogenesis
2894	pub.1138368978	grid.484013.a	Medical and Health Sciences	Oncology and Carcinogenesis
2895	pub.1138370374	grid.1003.2	Language, Communication and Culture	Linguistics
2896	pub.1138370374	grid.5335.0	Language, Communication and Culture	Linguistics
2897	pub.1138370374	grid.136594.c	Language, Communication and Culture	Linguistics
2898	pub.1138370374	grid.424945.a	Language, Communication and Culture	Linguistics
2899	pub.1138370374	grid.7605.4	Language, Communication and Culture	Linguistics
2900	pub.1138370374	grid.452927.f	Language, Communication and Culture	Linguistics
2901	pub.1138370374	grid.31501.36	Language, Communication and Culture	Linguistics
2902	pub.1138370374	grid.435540.3	Language, Communication and Culture	Linguistics
2903	pub.1138370374	grid.1002.3	Language, Communication and Culture	Linguistics
2904	pub.1138370374	grid.9026.d	Language, Communication and Culture	Linguistics
2905	pub.1138370374	grid.450925.f	Language, Communication and Culture	Linguistics
2906	pub.1138370374	grid.15876.3d	Language, Communication and Culture	Linguistics
2907	pub.1138370374	grid.7450.6	Language, Communication and Culture	Linguistics
2908	pub.1138370374	grid.26999.3d	Language, Communication and Culture	Linguistics
2909	pub.1138370374	grid.7362.0	Language, Communication and Culture	Linguistics
2910	pub.1138370374	grid.9435.b	Language, Communication and Culture	Linguistics
2911	pub.1138370374	grid.507516.0	Language, Communication and Culture	Linguistics
2912	pub.1138370374	grid.7445.2	Language, Communication and Culture	Linguistics
2913	pub.1138370374	grid.466790.a	Language, Communication and Culture	Linguistics
2914	pub.1138370374	grid.412352.3	Language, Communication and Culture	Linguistics
2915	pub.1138370374	grid.411959.1	Language, Communication and Culture	Linguistics
2916	pub.1138370374	grid.189504.1	Language, Communication and Culture	Linguistics
2917	pub.1138370374	grid.418275.d	Language, Communication and Culture	Linguistics
2918	pub.1138370374	grid.9983.b	Language, Communication and Culture	Linguistics
2919	pub.1138370374	grid.433534.6	Language, Communication and Culture	Linguistics
2920	pub.1138370374	grid.17089.37	Language, Communication and Culture	Linguistics
2921	pub.1138370374	grid.267625.2	Language, Communication and Culture	Linguistics
2922	pub.1138370374	grid.4991.5	Language, Communication and Culture	Linguistics
2923	pub.1138370374	grid.7122.6	Language, Communication and Culture	Linguistics
2924	pub.1138370374	grid.35915.3b	Language, Communication and Culture	Linguistics
2925	pub.1138370374	grid.1021.2	Language, Communication and Culture	Linguistics
2926	pub.1138370374	grid.411269.9	Language, Communication and Culture	Linguistics
2927	pub.1138370374	grid.12981.33	Language, Communication and Culture	Linguistics
2928	pub.1138397961	grid.434729.f	Information and Computing Sciences	Information Systems
2929	pub.1138397961	grid.9647.c	Information and Computing Sciences	Information Systems
2930	pub.1138397961	grid.418465.a	Information and Computing Sciences	Information Systems
2931	pub.1138397961	grid.424699.4	Information and Computing Sciences	Information Systems
2932	pub.1138397961	grid.63984.30	Information and Computing Sciences	Information Systems
2933	pub.1138397961	grid.411984.1	Information and Computing Sciences	Information Systems
2934	pub.1138397961	grid.484013.a	Information and Computing Sciences	Information Systems
2935	pub.1138398108	grid.484013.a	Medical and Health Sciences	Public Health and Health Services
2936	pub.1138398108	grid.410607.4	Medical and Health Sciences	Public Health and Health Services
2937	pub.1138398108	grid.6363.0	Medical and Health Sciences	Public Health and Health Services
2938	pub.1138398108	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
2939	pub.1138398108	grid.411760.5	Medical and Health Sciences	Public Health and Health Services
2940	pub.1138398108	grid.440943.e	Medical and Health Sciences	Public Health and Health Services
2941	pub.1138407537	grid.6738.a	Studies in Human Society	Sociology
2942	pub.1138407537	grid.7450.6	Studies in Human Society	Sociology
2943	pub.1138462607	grid.7450.6	Medical and Health Sciences	Public Health and Health Services
2944	pub.1138462607	grid.10772.33	Medical and Health Sciences	Public Health and Health Services
2945	pub.1138469707	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2946	pub.1138470274	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2947	pub.1138475368	grid.263906.8	Medical and Health Sciences	Immunology
2948	pub.1138475368	grid.263906.8	Medical and Health Sciences	Medical Microbiology
2949	pub.1138475368	grid.20561.30	Medical and Health Sciences	Immunology
2950	pub.1138475368	grid.20561.30	Medical and Health Sciences	Medical Microbiology
2951	pub.1138475368	grid.458449.0	Medical and Health Sciences	Immunology
2952	pub.1138475368	grid.458449.0	Medical and Health Sciences	Medical Microbiology
2953	pub.1138475368	grid.7450.6	Medical and Health Sciences	Immunology
2954	pub.1138475368	grid.7450.6	Medical and Health Sciences	Medical Microbiology
2955	pub.1138494792	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2956	pub.1138494792	grid.10493.3f	Medical and Health Sciences	Clinical Sciences
2957	pub.1138494792	grid.452235.7	Medical and Health Sciences	Clinical Sciences
2958	pub.1138527246	grid.410712.1	Medical and Health Sciences	Immunology
2959	pub.1138527246	grid.6582.9	Medical and Health Sciences	Immunology
2960	pub.1138527246	grid.418215.b	Medical and Health Sciences	Immunology
2961	pub.1138562306	grid.7450.6	Built Environment and Design	
2962	pub.1138562306	grid.469827.6	Built Environment and Design	
2963	pub.1138562326	grid.443245.0	Built Environment and Design	
2964	pub.1138562326	grid.7450.6	Built Environment and Design	
2965	pub.1138562353	grid.411984.1	Medical and Health Sciences	Medical Microbiology
2966	pub.1138562353	grid.411760.5	Medical and Health Sciences	Medical Microbiology
2967	pub.1138562353	grid.10493.3f	Medical and Health Sciences	Medical Microbiology
2968	pub.1138562353	grid.452235.7	Medical and Health Sciences	Medical Microbiology
2969	pub.1138581624	grid.10423.34	Medical and Health Sciences	Immunology
2970	pub.1138581624	grid.410712.1	Medical and Health Sciences	Immunology
2971	pub.1138581624	grid.418215.b	Medical and Health Sciences	Immunology
2972	pub.1138608208	grid.413225.3	Medical and Health Sciences	Clinical Sciences
2973	pub.1138608208	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2974	pub.1138608208	grid.7839.5	Medical and Health Sciences	Clinical Sciences
2975	pub.1138608208	grid.5252.0	Medical and Health Sciences	Clinical Sciences
2976	pub.1138608208	grid.16149.3b	Medical and Health Sciences	Clinical Sciences
2977	pub.1138608208	grid.7708.8	Medical and Health Sciences	Clinical Sciences
2978	pub.1138619061	grid.48769.34	Medical and Health Sciences	Neurosciences
2979	pub.1138619061	grid.6612.3	Medical and Health Sciences	Neurosciences
2980	pub.1138619061	grid.411984.1	Medical and Health Sciences	Neurosciences
2981	pub.1138619061	grid.410567.1	Medical and Health Sciences	Neurosciences
2982	pub.1138619061	grid.433220.4	Medical and Health Sciences	Neurosciences
2983	pub.1138619061	grid.50956.3f	Medical and Health Sciences	Neurosciences
2984	pub.1138619061	grid.21107.35	Medical and Health Sciences	Neurosciences
2985	pub.1138646562	grid.411984.1	Medical and Health Sciences	Medical Microbiology
2986	pub.1138646562	grid.5570.7	Medical and Health Sciences	Medical Microbiology
2987	pub.1138646562	grid.418140.8	Medical and Health Sciences	Medical Microbiology
2988	pub.1138655074	grid.461772.1	Commerce, Management, Tourism and Services	Banking, Finance and Investment
2989	pub.1138655074	grid.7450.6	Commerce, Management, Tourism and Services	Banking, Finance and Investment
2990	pub.1138721043	grid.5963.9	Medical and Health Sciences	Immunology
2991	pub.1138721043	grid.5963.9	Medical and Health Sciences	Neurosciences
2992	pub.1138721043	grid.7708.8	Medical and Health Sciences	Immunology
2993	pub.1138721043	grid.7708.8	Medical and Health Sciences	Neurosciences
2994	pub.1138721043	grid.7700.0	Medical and Health Sciences	Immunology
2995	pub.1138721043	grid.7700.0	Medical and Health Sciences	Neurosciences
2996	pub.1138721043	grid.13648.38	Medical and Health Sciences	Immunology
2997	pub.1138721043	grid.13648.38	Medical and Health Sciences	Neurosciences
2998	pub.1138721043	grid.418217.9	Medical and Health Sciences	Immunology
